⺁	⺁丿丿
豌	一口䒑⺋
豍	一口䒑十
豎	匚丨󰁃䒑
豏	一口䒑八
豐	山三丨䒑
豑	ㄇ󰁺一丿
豒	山三丨丿
豓	山三丨皿
豔	山三丨皿
豕	一󰀓󰀦
豖	一󰀓丶󰀦
豗	一儿一󰀓
豘	一󰀓一乚
豙	立󰀓󰁧
豚	月一󰀓󰁶
豛	一󰀓几又
豜	一󰀓一廾
豝	一󰀓巴󰁀
豞	一󰀓勹口
豟	一󰀓丶乙
豠	一󰀓󰀐一
象	⺈口󰀓󰁧
豢	丷夫一󰀓
豣	一󰀓一干
豤	一󰀓艮󰁶
豥	一󰀓亠人
豦	虍一󰀓󰀦
豧	一󰀓甫󰁶
豨	一󰀓乂丨
豩	一󰀓一󰀓
豪	󰁸冖一󰀓
豫	󰁻乛亅󰀓
豬	一󰀓土日
豭	一󰀓󰁃又
豮	一󰀓十贝
豯	一󰀓爫大
豰	士冖二又
豱	一󰀓日皿
豲	一󰀓厂小
豳	山一󰀓󰀓
豴	一󰀓亠古
豵	一󰀓彳󰁾
豶	一󰀓十貝
豷	一󰀓土䒑
豸	豸丿丶丿
豹	豸勹丶󰁶
豺	豸󰀛丿󰁥
豻	豸干󰀢
豼	豸󰁴匕󰁀
豽	豸冂人󰁶
豾	豸丆卜一
豿	豸勹口󰀝
貀	豸凵山󰀢
貁	豸宀八󰁶
貂	豸刀口󰀝
貃	豸白󰀝
貄	豸󰁬󰀟󰀢
貅	豸亻木󰁶
貆	豸一曰一
貇	豸艮󰁶
貈	豸丿󰁪󰁶
貉	豸夂口󰀝
貊	豸丆日󰀝
貋	豸曰干󰀢
貌	豸白儿󰁀
貍	豸曰土󰀝
貎	豸臼儿󰁀
貏	豸白丿十
貐	豸人一刂
貑	豸󰁃丨又
貒	豸山丆〢
貓	豸艹田󰀝
貔	豸丿囗匕
貕	豸爫幺大
貖	豸䒑八皿
貗	豸󰀻女󰀝
貘	豸艹曰大
貙	豸匚口口
貚	豸口口十
貛	豸艹口󰁷
貜	豸目目又
貝	貝丨󰁈丶
貞	󰀥貝󰁧
貟	厶貝󰁧
負	⺈貝󰁧
財	貝󰀛丿󰁥
貢	工貝󰁧
貣	󰀁丶貝󰁧
貤	貝也󰁀
貥	貝亠几󰁀
貦	貝二儿󰁀
貧	八刀貝󰁧
貨	亻ヒ貝󰁧
販	貝⺁又󰁶
貪	人丶乛貝
貫	毌貝󰁧
責	貝󰁧
貭	⺁十貝󰀦
貮	一󰀁貝丶
貯	貝宀丁󰀢
貰	廿󰄃貝󰁧
貱	貝皮󰁶
貲	止匕貝󰁧
貳	󰀁二貝丶
貴	口丨一貝
貵	厶大貝󰁧
貶	貝丿之󰁶
買	罒貝󰁧
貸	亻󰀁丶貝
貹	貝丿󰀝
貺	貝口儿󰁀
費	弓󰀯貝󰁧
貼	貝󰀥口󰀝
貽	貝厶口󰀝
貾	貝󰁚󰀁丶
貿	󰁚丶刀貝
賀	力口貝󰁧
賁	十艹貝󰁧
賂	貝夂口󰀝
賃	亻丿士貝
賄	貝月󰀝
賅	貝亠ㄥ人
賆	貝䒑廾󰀢
資	冫⺈人貝
賈	覀貝󰁧
賉	貝丿皿󰀝
賊	貝戈󰁥
賋	貝六乂󰁶
賌	亠ㄥ丿貝
賍	貝广土󰀝
賎	貝二戈󰁶
賏	貝貝󰁶
賐	貝厶八夂
賑	貝厂二󰀖
賒	貝人二小
賓	宀一󰀤貝
賔	宀󰁅貝󰁧
賕	貝一氺丶
賖	貝人一朩
賗	貝口口丨
賘	貝广土丶
賙	貝󰀼土口
賚	木人人貝
賛	夫夫貝󰁧
賜	貝曰勹󰁤
賝	貝冖八木
賞	⺌冖口貝
賟	貝ㄇ󰁺八
賠	貝立口󰀝
賡	广󰁬人貝
賢	匚丨󰁃貝
賣	士罒貝󰁧
賤	貝戈戈󰁶
賥	貝亠人十
賦	貝一󰀁丶
賧	貝火火󰁶
賨	宀二小貝
賩	貝宀二小
質	斤斤貝󰁧
賫	十人人貝
賬	貝󰀍󰀖󰁶
賭	貝土丿日
賮	󰁬丨一貝
賯	貝勹日子
賰	貝三人日
賱	貝冖車󰀢
賲	亻口木貝
賳	貝十戈口
賴	木口⺈貝
賵	貝󰀰目󰀝
賶	貝人丶口
賷	十口口貝
賸	月丷夫貝
賹	貝䒑八皿
賺	貝䒑󰁬八
賻	貝甫寸󰁶
購	貝󰀀冂土
賽	宀󰀀八貝
賾	匚丨口貝
賿	貝羽人彡
贀	匚𠂉大貝
贁	貝貝攵󰁶
贂	貝厶厶彡
贃	貝口口心
贄	土䒑十貝
贅	󰁡攵貝
贆	貝犬犬犬
贇	文一󰀁貝
贈	貝丷󰀺日
贉	貝覀早󰀢
贊	丿土󰁜貝
贋	厂亻亻貝
贌	貝业䒑夫
贍	貝⺈厂言
贎	貝艹曰丶
贏	󰄹月貝丶
贐	貝󰁬丨皿
贑	立早工貝
贒	匚丨󰁃貝
贓	貝戈爿丨
贔	貝貝貝󰁧
贕	󰁚丶丿貝
贖	貝士罒貝
贗	厂亻󰁟貝
贘	貝⺌冖貝
贙	虍几虍貝
贚	貝立月三
贛	立早夂貝
贜	貝艹戈丨
贝	贝丨󰁈丶
贞	󰀥贝󰁧
负	⺈贝󰁧
贠	厶贝󰁧
贡	工贝󰁧
财	贝󰀛丿󰁥
责	贝󰁧
贤	〢又贝󰁧
败	贝攵󰁶
账	贝丿七󰂃
货	亻ヒ贝󰁧
质	⺁十贝󰀦
贩	贝⺁又󰁶
贪	人丶乛贝
贫	八刀贝󰁧
贬	贝丿之󰁶
购	贝勹厶󰁶
贮	贝宀一󰀝
贯	毌贝󰁧
贰	󰀁二贝丶
贱	贝一戈󰁶
贲	十艹贝󰁧
贳	廿󰄃贝󰁧
贴	贝󰀥口󰀝
贵	口丨一贝
贶	贝口儿󰁀
贷	亻󰀁丶贝
贸	󰁚丶刀贝
费	弓󰀯贝󰁧
贺	力口贝󰁧
贻	贝厶口󰀝
贼	贝戈󰁥
贽	扌九丶贝
贾	覀贝󰁧
贿	贝月󰀝
赀	止匕贝󰁧
赁	亻丿士贝
赂	贝夂口󰀝
赃	贝广土󰀝
资	冫⺈人贝
赅	贝亠ㄥ人
赆	贝尸󰂃󰁦
赇	贝一氺丶
赈	贝厂二󰀖
赉	一丷木贝
赊	贝人二小
赋	贝一󰀁丶
赌	贝土丿日
赍	十人人贝
赎	贝十乛大
赏	⺌冖口贝
赐	贝曰勹󰁤
赑	贝贝贝󰁧
赒	贝󰀼土口
赓	广󰁬人贝
赔	贝立口󰀝
赕	贝火火󰁶
赖	木口⺈贝
赗	贝󰀰目󰀝
赘	󰁡攵贝
赙	贝甫寸󰁶
赚	贝䒑󰁬八
赛	宀󰀀八贝
赜	匚丨口贝
赝	厂亻亻贝
赞	丿土儿贝
赟	文一󰀁贝
赠	贝丷󰀺日
赡	贝⺈厂言
赢	󰄹月贝丶
赣	立早夂贝
赤	土󰁖󰁧
赥	土󰁖⺈人
赦	土󰁖攵󰁶
赧	土󰁖卩又
赨	土󰁖虫󰁶
赩	土󰁖⺈巴
赪	土󰁖󰀥贝
赫	土󰁖土󰁖
赬	土󰁖󰀥貝
赭	土󰁖土曰
赮	土󰁖󰁃又
赯	土󰁖广口
走	土󰁾󰁧
赱	土丷󰂃󰁧
赲	土󰁾力󰀏
赳	土󰁾󰁐丨
赴	土󰁾卜󰀦
赵	土󰁾乂󰀦
赶	土󰁾干󰀵
起	土󰁾己󰁫
赸	土󰁾山󰀵
赹	土󰁾勹冫
赺	土󰁾人乛
赻	土󰁾小丿
赼	土󰁾⺈人
赽	土󰁾ユ人
赾	土󰁾斤󰀵
赿	土󰁾󰁚󰀁
趀	土󰁾丿丿
趁	土󰁾人彡
趂	土󰁾⺈小
趃	土󰁾丿夫
趄	土󰁾󰀐一
超	土󰁾刀口
趆	土󰁾󰁚丶
趇	土󰁾立󰀌
趈	土󰁾󰀥口
趉	土󰁾凵山
越	土󰁾戈󰁐
趋	土󰁾⺈彐
趌	土󰁾士口
趍	土󰁾夕夕
趎	土󰁾丿未
趏	土󰁾丿古
趐	土󰁾羽󰀌
趑	土󰁾冫人
趒	土󰁾儿󰀪
趓	土󰁾几木
趔	土󰁾一刂
趕	土󰁾曰干
趖	土󰁾人土
趗	土󰁾口󰁾
趘	土󰁾尸毛
趙	土󰁾⺌月
趚	土󰁾木口
趛	土󰁾金󰀌
趜	土󰁾勹米
趝	土󰁾人心
趞	土󰁾󰁺日
趟	土󰁾⺌口
趠	土󰁾󰀥早
趡	土󰁾亻󰁷
趢	土󰁾󰁭氺
趣	土󰁾耳又
趤	土󰁾宀石
趥	土󰁾丷一
趦	土󰁾冫口
趧	土󰁾日󰁾
趨	土󰁾勹丿
趩	土󰁾田八
趪	土󰁾󰁺八
趫	土󰁾丿口
趬	土󰁾土儿
趭	土󰁾亻灬
趮	土󰁾口木
趯	土󰁾羽󰁷
趰	土󰁾一乂
趱	土󰁾丿贝
趲	土󰁾丿貝
足	口󰁾󰁧
趴	口止八󰁶
趵	口止勹丶
趶	口止一󰀛
趷	口止𠂉乙
趸	一󰁡口󰁾
趹	口止ユ人
趺	口止夫󰁶
趻	口止人乛
趼	口止一廾
趽	口止方󰁥
趾	口止止󰀝
趿	口止乃󰂃
跀	口止月󰀝
跁	口止巴󰁀
跂	口止十又
跃	口止丿大
跄	口止人⺋
跅	口止斤丶
跆	口止厶口
跇	口止廿󰄃
跈	口止人彡
跉	口止人󰁻
跊	口止未󰁶
跋	口止丶
跌	口止丿夫
跍	口止古󰀝
跎	口止宀匕
跏	口止力口
跐	口止止匕
跑	口止勹巳
跒	口止丁口
跓	口止丶王
跔	口止勹口
跕	口止󰀥口
跖	口止石󰀝
跗	口止亻寸
跘	口止丷󰀟
跙	口止󰀐一
跚	口止󰀼一
跛	口止皮󰁶
跜	口止尸匕
距	口止匚󰁃
跞	口止丿小
跟	口止艮󰁶
跠	口止一人
跡	口止亠󰁖
跢	口止夕夕
跣	口止丿儿
跤	口止六乂
跥	口止乃木
跦	口止丿未
跧	口止人王
跨	口止大ㄅ
跩	口止曰丿
跪	口止⺈⺋
跫	工几丶󰁾
跬	口止土土
跭	口止夂㐄
跮	口止一土
路	口止夂口
跰	口止䒑廾
跱	口止土寸
跲	口止人口
跳	口止儿󰀪
跴	口止西󰀝
践	口止一戈
跶	口止大辶
跷	口止󰀁儿
跸	口止󰁴十
跹	口止丿辶
跺	口止几木
跻	口止文󰀯
跼	口止尸口
跽	口止己心
跾	亻丨攵󰁾
跿	口止土󰁾
踀	口止口󰁾
踁	口止一工
踂	口止耳乚
踃	口止⺌月
踄	口止止󰀤
踅	扌斤口󰁾
踆	口止厶夂
踇	口止𠂉母
踈	口止木口
踉	口止丶艮
踊	口止󰁻用
踋	口止土卩
踌	口止三寸
踍	口止土子
踎	口止丆口
踏	口止水曰
踐	口止戈戈
踑	口止󰀎八
踒	口止禾女
踓	口止亻󰁷
踔	口止󰀥早
踕	口止一󰁾
踖	口止󰁺日
踗	口止人心
踘	口止勹米
踙	口止耳又
踚	口止人艹
踛	口止土土
踜	口止土夂
踝	口止曰木
踞	口止尸古
踟	口止𠂉口
踠	口止宀⺋
踡	口止丷⺋
踢	口止曰󰁤
踣	口止立口
踤	口止亠十
踥	口止立女
踦	口止大口
踧	口止上又
踨	口止人󰁾
踩	口止爫木
踪	口止宀小
踫	口止䒑业
踬	口止⺁贝
踭	口止⺈亅
踮	口止广口
踯	口止䒑阝
踰	口止人刂
踱	口止广又
踲	口止⺁目
踳	口止三日
踴	口止󰁻力
踵	口止丿土
踶	口止日󰁾
踷	口止土日
踸	口止󰀎󰄃
踹	口止山〢
踺	口止󰁬廴
踻	口止ㄇ口
踼	口止日󰁤
踽	口止丿丶
踾	口止一田
踿	口止禾火
蹀	口止廿木
蹁	口止丶艹
蹂	口止󰁻木
蹃	口止艹口
蹄	口止亠丨
蹅	口止木一
蹆	口止艮辶
蹇	宀󰀀八󰁾
蹈	口止爫臼
蹉	口止⺶工
蹊	口止爫大
蹋	口止曰羽
蹌	口止人口
蹍	口止尸󰀖
蹎	口止十八
蹏	口止⺁几
蹐	口止󰀪月
蹑	口止耳又
蹒	口止艹人
蹓	口止󰁚田
蹔	車斤口󰁾
蹕	口止曰󰀟
蹖	口止三臼
蹗	口止󰁙匕
蹘	口止羽彡
蹙	戊上小󰁾
蹚	口止⺌土
蹛	口止廿丨
蹜	口止宀日
蹝	口止彳󰁾
蹞	口止󰁴貝
蹟	口止貝
蹠	口止广灬
蹡	口止爿寸
蹢	口止亠古
蹣	口止廿丶
蹤	口止彳󰁾
蹥	口止車辶
蹦	口止山月
蹧	口止一日
蹨	口止󰁝灬
蹩	㡀攵口󰁾
蹪	口止口貝
蹫	口止󰁻口
蹬	口止癶䒑
蹭	口止丷日
蹮	口止覀巳
蹯	口止丿田
蹰	口止厂寸
蹱	口止立土
蹲	口止丷寸
蹳	口止癶又
蹴	口止󰁸丶
蹵	󰁸小󰁾
蹶	口止厂人
蹷	厂䒑凵󰁾
蹸	口止米㐄
蹹	口止人羽
蹺	口止土儿
蹻	口止丿口
蹼	口止业夫
蹽	口止大小
蹾	口止󰁸攵
蹿	口止宀丨
躀	口止毌貝
躁	口止口木
躂	口止土辶
躃	口止尸辛
躄	尸口辛󰁾
躅	口止罒虫
躆	口止虍󰀓
躇	口止艹日
躈	口止白攵
躉	艹曰冂󰁾
躊	口止士寸
躋	口止󰀴󰀳
躌	口止𠂉㐄
躍	口止羽󰁷
躎	口止一乂
躏	口止艹󰁷
躐	口止巛󰁒
躑	口止丷阝
躒	口止白木
躓	口止斤貝
躔	口止广土
躕	口止广寸
躖	口止幺丨
躗	彳󰁆口󰁾
躘	口止立三
躙	口止門󰁷
躚	口止覀辶
躛	彳󰁆口󰁾
躜	口止丿贝
躝	口止門󰀹
躞	口止言又
躟	口止亠󰀔
躠	艹丿󰃧󰁾
躡	口止耳耳
躢	口止門羽
躣	口止目󰁷
躤	口止艹日
躥	口止宀󰁒
躦	口止丿貝
躧	口止一匕
躨	口止䒑夂
躩	口止目又
躪	口止艹󰁷
身	丿󰀽三丿
躬	丿󰀽三弓
躭	丿󰀽三󰁜
躮	丿󰀽三刀
躯	丿󰀽三乂
躰	丿󰀽三一
躱	丿󰀽三木
躲	丿󰀽三木
躳	丿󰀽三口
躴	丿󰀽三艮
躵	丿󰀽三心
躶	丿󰀽三木
躷	丿󰀽三女
躸	丿󰀽三口
躹	丿󰀽三米
躺	丿󰀽三口
躻	丿󰀽三工
躼	丿󰀽三󰀖
躽	丿󰀽三女
躾	丿󰀽三大
躿	丿󰀽三氺
軀	丿󰀽三口
軁	丿󰀽三女
軂	丿󰀽三力
軃	丿󰀽三十
軄	丿󰀽三日
軅	丿󰀽三󰁷
軆	丿󰀽三䒑
軇	丿󰀽三寸
軈	丿󰀽三心
軉	丿󰀽三貝
車	車一丨丨
軋	車乚󰁀
軌	車九󰁀
軍	冖車󰀬
軎	車口󰀘
軏	車一儿󰁀
軐	車⺄十󰀢
軑	車大󰁶
軒	車干󰀢
軓	車几丶󰁶
軔	車刀丶󰁶
軕	車山󰀢
軖	車王󰀝
軗	車几又󰁶
軘	車一凵乚
軙	車󰀥又󰁶
軚	車大丶󰁶
軛	車厂⺋󰁀
軜	車冂人󰁶
軝	車󰁚󰀁󰁀
軞	車毛󰁀
軟	車⺈人󰁶
軠	車丿士󰀝
軡	車人丶乛
転	車二厶󰁶
軣	車󰀪󰁧
軤	車丿丷󰀛
軥	車勹口󰀝
軦	車口儿󰁀
軧	車󰁚󰀁丶
軨	車人丶󰁻
軩	車厶口󰀝
軪	車幺力󰁥
軫	車人彡󰁥
軬	厶大車󰀬
軭	車匚王󰀝
軮	車ㄇ大󰁶
軯	車一丷十
軰	丬匕車󰀬
軱	車⺁厶󰂃
軲	車古󰀝
軳	車勹巳󰁀
軴	車丶王󰀝
軵	車亻寸󰁶
軶	車丶尸乙
軷	車又丶
軸	車由󰀝
軹	車口八󰁶
軺	車刀口󰀝
軻	車丁口󰀝
軼	車丿夫󰁶
軽	車又土󰀝
軾	車󰀁工丶
軿	車䒑廾󰀢
輀	車丆冂〢
輁	車󰁺八󰁶
輂	󰁺八車󰀬
較	車六乂󰁶
輄	車⺌一儿
輅	車夂口󰀝
輆	車亠ㄥ人
輇	車人王󰀝
輈	車丿󰁪󰁶
載	十戈車󰀵
輊	車一厶土
輋	山大車󰀬
輌	車一冂山
輍	車八人口
輎	車⺌月󰀝
輏	車西一󰀝
輐	車宀二儿
輑	車󰁬丿口
輒	車耳乚󰁀
輓	車⺈口󰁜
輔	車甫󰁶
輕	車一巛工
輖	車󰀼土口
輗	車臼儿󰁀
輘	車土八夂
輙	車耳又󰁶
輚	車戈戈󰁶
輛	車一冂丶
輜	車巛田󰀝
輝	⺌一儿車
輞	車冂䒑󰄃
輟	車又又又
輠	車曰木󰁶
輡	車⺈臼󰀝
輢	車大丁口
輣	車月月󰀝
輤	車月󰀝
輥	車曰󰁴匕
輦	夫夫車󰀬
輧	車丿一干
輨	車宀󰃧󰀝
輩	丨三丨車
輪	車人一艹
輫	車丨三三
輬	車󰁸小󰁶
輭	車丆冂大
輮	車󰁻乛木
輯	車口耳󰀝
輰	車曰一󰁤
輱	車戊一口
輲	車山丆〢
輳	車三人大
輴	車⺁十目
輵	車曰勹󰄃
輶	車丷西一
輷	車勹言󰀝
輸	車人一刂
輹	車𠂉日夂
輺	車巛一田
輻	車一口田
輼	車曰皿󰀝
輽	車厶大田
輾	車尸󰁺󰀖
輿	󰀗車一八
轀	車囗人皿
轁	車爫臼󰀝
轂	士冖一又
轃	車三人禾
轄	車宀三口
轅	車土口󰀔
轆	車󰁙󰁴匕
轇	車羽人彡
轈	車巛曰木
轉	車一曰寸
轊	車三丨彐
轋	車車辶󰁶
轌	車󰀙彐󰀝
轍	車亠厶攵
轎	車丿大口
轏	車尸子子
轐	車业䒑夫
轑	車大丷小
轒	車十艹貝
轓	車丿米田
轔	車米夕㐄
轕	車艹曰󰄃
轖	車土人口
轗	車戊一心
轘	車罒一󰀔
轙	車丷王丶
轚	車凵几車
轛	車业丷寸
轜	車󰀙丆〢
轝	󰀗一󰁕車
轞	車匚丨皿
轟	車車車󰀬
轠	車田田田
轡	糹車糹口
轢	車白幺木
轣	車厂禾止
轤	車虍田皿
轥	車艹門󰁷
车	车一ㄥ丨
轧	车乚󰁀
轨	车九󰁀
轩	车干󰀢
轪	车大󰁶
轫	车刀丶󰁶
转	车二󰁓丶
轭	车厂⺋󰁀
轮	车人匕󰁀
软	车⺈人󰁶
轰	车又又󰁧
轱	车古󰀝
轲	车丁口󰀝
轳	车󰀥尸󰁥
轴	车由󰀝
轵	车口八󰁶
轶	车丿夫󰁶
轷	车丿丷󰀛
轸	车人彡󰁥
轹	车丿󰄃小
轺	车刀口󰀝
轻	车ス工󰀝
轼	车󰀁工丶
载	十戈车󰀌
轾	车一厶土
轿	车丿大󰀯
辀	车丿󰁪󰁶
辁	车人王󰀝
辂	车夂口󰀝
较	车六乂󰁶
辄	车耳乚󰁀
辅	车甫󰁶
辆	车一冂人
辇	夫夫车󰀬
辈	丨三丨车
辉	⺌一儿车
辊	车曰󰁴匕
辋	车冂䒑󰄃
辌	车󰁸小󰁶
辍	车又又又
辎	车巛田󰀝
辏	车三人大
辐	车一口田
辑	车口耳󰀝
辒	车曰皿󰀝
输	车人一刂
辔	车纟纟口
辕	车土口󰀔
辖	车宀三口
辗	车尸󰁺󰀖
辘	车󰁙󰁴匕
辙	车亠厶攵
辚	车米夕㐄
辛	辛丶一丨
辜	古辛󰀬
辝	厶口辛󰀢
辞	丿古辛󰀢
辟	尸口辛󰀢
辠	丿目辛󰀬
辡	辛辛󰀢
辢	木口辛󰀢
辣	辛木口󰀝
辤	爫冖又辛
辥	凵丿丿辛
辦	辛力辛󰀢
辧	辛刀辛󰀢
辨	辛丶丿辛
辩	辛讠辛󰀢
辪	止丿󰃧辛
辫	辛纟辛󰀢
辬	辛文辛󰀢
辭	爫󰁻冂辛
辮	辛幺小辛
辯	辛言辛󰀢
辰	厂二󰀖󰀦
辱	厂二󰀖寸
農	ㄇ󰁺厂󰀖
辳	木木厂󰀖
辴	口口曰󰀖
辵	彡󰁾󰁧
辶	辶丶󰁈󰂃
辷	一辶󰀌
辸	乃辶󰀏
边	力辶󰀏
辺	刀辶󰀏
辻	十辶󰀵
込	丿󰂃辶󰀦
辽	了辶󰀵
达	大辶󰀦
辿	山辶󰀵
迀	干辶󰀵
迁	丿十辶󰀵
迂	一󰀛辶󰀵
迃	二ㄅ辶󰁫
迄	𠂉乙辶󰁫
迅	⺄十辶󰀵
迆	也辶󰁫
过	寸辶󰀦
迈	一󰁡辶󰀏
迉	尸辶󰀏
迊	一冂丨辶
迋	王辶󰀌
迌	月辶󰀌
迍	一凵乚辶
迎	󰁚卩辶󰀵
迏	大丶辶󰀦
运	二厶辶󰀦
近	斤辶󰀵
迒	亠几辶󰁫
迓	󰀄亅丿辶
返	⺁又辶󰀦
迕	𠂉十辶󰀵
迖	犬辶󰀦
迗	一大辶󰀦
还	丆卜辶󰀦
这	文辶󰀦
迚	口丨辶󰀵
进	二󰀯辶󰀵
远	二儿辶󰁫
违	二𠃌丨辶
连	车辶󰀵
迟	尸󰂃辶󰀦
迠	󰀥口辶󰀌
迡	尸匕辶󰁫
迢	刀口辶󰀌
迣	廿󰄃辶󰁫
迤	𠂉也辶󰁫
迥	冂口辶󰀌
迦	力口辶󰀌
迧	曰丨辶󰀵
迨	厶口辶󰀌
迩	⺈小辶󰀦
迪	由辶󰀌
迫	白辶󰀌
迬	丶王辶󰀌
迭	丿夫辶󰀦
迮	𠂉丨二辶
迯	夕卜辶󰀦
述	木丶辶󰀦
迱	宀匕辶󰁫
迲	土厶辶󰀦
迳	ス工辶󰀌
迴	囗口辶󰀌
迵	冂一口辶
迶	月辶󰀌
迷	米辶󰀦
迸	䒑廾辶󰀵
迹	亠󰁖辶󰀦
迺	西辶󰀌
迻	夕夕辶󰀦
迼	士口辶󰀌
追	丿󰃧辶󰀌
迾	一夕刂辶
迿	勹日辶󰀌
退	艮辶󰀦
送	䒑大辶󰀦
适	丿古辶󰀌
逃	儿󰀪辶󰀦
逄	夂㐄辶󰀵
逅	⺁一口辶
逆	䒑凵丿辶
逇	土也辶󰁫
逈	丿冂口辶
选	丿土儿辶
逊	孑小辶󰀦
逋	甫辶󰀦
逌	󰀥囗󰁃辶
逍	⺌月辶󰀌
逎	西一辶󰀌
透	禾乃辶󰀏
逐	一󰀓辶󰀦
逑	一氺丶辶
递	丷弓丨辶
逓	⺁二冂辶
途	人一朩辶
逕	一巛工辶
逖	犭󰁥火辶
逗	一口䒑辶
逘	厶𠂉大辶
這	言辶󰀌
通	󰁻用辶󰀵
逛	犭󰁥王辶
逜	五口辶󰀌
逝	扌斤辶󰀵
逞	口王辶󰀌
速	木口辶󰀌
造	丿土口辶
逡	厶八夂辶
逢	夂三丨辶
連	車辶󰀵
逤	氵小丿辶
逥	囗〢二辶
逦	一冂丶辶
逧	八人口辶
逨	木人人辶
逩	大十廾辶
逪	󰁺曰辶󰀌
逫	又又又辶
逬	丿一辶
逭	宀󰃧辶󰀌
逮	󰁬氺辶󰀦
逯	󰁭氺辶󰀦
逰	扌𠂉子辶
週	󰀼土口辶
進	亻󰁷辶󰀌
逳	亠厶月辶
逴	󰀥早辶󰀵
逵	土八土辶
逶	禾女辶󰀌
逷	日勹󰁤辶
逸	⺈口󰁜辶
逹	土䒑十辶
逺	土ㄥ󰀔辶
逻	罒夕辶󰀦
逼	一口田辶
逽	艹口辶
逾	人一月辶
逿	曰一勹辶
遀	工月辶
遁	⺁十目辶
遂	䒑󰀓辶󰀦
遃	立丿彡辶
遄	山丆冂辶
遅	尸羊辶󰀵
遆	亠丷冖辶
遇	曰冂丨辶
遈	日一󰁾辶
遉	󰀥貝辶󰀦
遊	方𠂉子辶
運	冖車辶󰀵
遌	口口二辶
遍	丶尸冂辶
過	ㄇ󰁈冂辶
遏	日勹人辶
遐	󰁃丨二辶
遑	白王辶󰀌
遒	丷西一辶
道	䒑丿目辶
達	土羊辶󰀵
違	󰁆口㐄辶
遖	十冂䒑辶
遗	口丨一辶
遘	󰀀冂土辶
遙	󰁝𠂉十辶
遚	臼丨又辶
遛	󰁚丶刀辶
遜	孑丿幺辶
遝	罒󰀫辶󰀦
遞	⺁虍几辶
遟	尸辛辶󰀵
遠	土口󰀔辶
遡	䒑凵丿辶
遢	曰羽辶󰀌
遣	口丨一辶
遤	󰀋灬辶󰀦
遥	爫𠂉十辶
遦	毌貝辶󰀦
遧	立早辶󰀵
遨	󰁡攵辶
適	亠丷冂辶
遪	厶厶厶辶
遫	木口攵辶
遬	木口⺈辶
遭	一ㄇ󰁺辶
遮	广廿灬辶
遯	月一󰀓辶
遰	廿儿冖辶
遱	󰀻女辶󰀌
遲	尸氺丿辶
遳	艹人人辶
遴	米夕㐄辶
遵	丷西一辶
遶	土土土辶
遷	覀大巳辶
選	巳巳󰁺辶
遹	󰁻乛亅辶
遺	口丨一辶
遻	口口䒑辶
遼	大丷日辶
遽	虍一󰀓辶
遾	⺮工人辶
避	尸口辛辶
邀	白方攵辶
邁	艹曰冂辶
邂	⺈用刀辶
邃	宀八䒑辶
還	罒一口辶
邅	亠囗口辶
邆	癶一口辶
邇	一八冂辶
邈	豸白儿辶
邉	丿目宀辶
邊	丿目宀辶
邋	巛囗乂辶
邌	禾勹丿辶
邍	夂田󰁭辶
邎	󰁝言丿辶
邏	罒糹亻辶
邐	一冂丶辶
邑	口巴󰀅
邒	丁阝󰀢
邓	又阝󰀢
邔	󰁁阝󰀢
邕	巛口巴󰀅
邖	山阝󰀢
邗	干阝󰀢
邘	一󰀛阝󰀢
邙	亠󰄃阝󰀢
邚	女阝󰀢
邛	工阝󰀢
邜	夕阝󰀢
邝	广阝󰀢
邞	夫阝󰀢
邟	亠几阝󰀢
邠	八刀阝󰀢
邡	方阝󰀢
邢	一廾阝󰀢
那	𠃌󰀠阝󰀢
邤	斤阝󰀢
邥	冖󰁜阝󰀢
邦	三丿阝󰀢
邧	二儿阝󰀢
邨	一凵󰁐阝
邩	火阝󰀢
邪	󰀄亅丿阝
邫	三丿口巴
邬	丿𠃌ㄅ阝
邭	勹口阝󰀢
邮	由阝󰀢
邯	甘阝󰀢
邰	厶口阝󰀢
邱	丘阝󰀢
邲	心丿阝󰀢
邳	丆卜󰀞阝
邴	一冂人阝
邵	刀口阝󰀢
邶	丬󰁴阝󰀢
邷	一󰁐⺄阝
邸	󰁚󰀁丶阝
邹	⺈彐阝󰀢
邺	业阝󰀢
邻	人丶󰁻阝
邼	匚王阝󰀢
邽	土土阝󰀢
邾	丿未阝󰀢
邿	土寸阝󰀢
郀	大二ㄅ阝
郁	月阝󰀢
郂	亠ㄥ丿阝
郃	人一口阝
郄	乂厶阝
郅	一厶土阝
郆	士口阝󰀢
郇	勹日阝󰀢
郈	⺁一口阝
郉	一干阝
郊	六乂阝󰀢
郋	丿目阝󰀢
郌	土土口巴
郍	丿󰁪阝󰀢
郎	丶󰁮阝󰀢
郏	一丷大阝
郐	人二厶阝
郑	䒑大阝󰀢
郒	丶󰁮口巴
郓	冖车阝󰀢
郔	丿󰀥󰄃阝
郕	戊𠃌阝󰀢
郖	一口䒑阝
郗	乂冂阝
郘	口口阝󰀢
郙	甫阝󰀢
郚	五口阝󰀢
郛	爫孑阝󰀢
郜	丿土口阝
郝	土󰁖阝󰀢
郞	丶艮阝󰀢
郟	大人人阝
郠	一曰乂阝
郡	󰁬丿口阝
郢	口王阝󰀢
郣	十冖孑阝
郤	八人口阝
郥	貝阝󰀢
郦	一冂丶阝
